Job Role,Skills
Data Scientist,"EDA, Matplotlib, Model Evaluation, Pandas, XGBoost"
Data Scientist,"Machine Learning, Model Evaluation, Scikit-learn, Seaborn, XGBoost"
Data Scientist,"EDA, Machine Learning, Python, Scikit-learn, XGBoost"
Data Scientist,"EDA, Model Evaluation, Pandas, Scikit-learn, XGBoost"
Machine Learning Engineer,"Deployment, Hyperparameter Tuning, Keras, MLflow, PyTorch"
Machine Learning Engineer,"Deployment, Numpy, ONNX, Pipelines, PyTorch"
Machine Learning Engineer,"Numpy, ONNX, PyTorch, Python, TensorFlow"
Machine Learning Engineer,"Deployment, Numpy, ONNX, PyTorch, TensorFlow"
Machine Learning Engineer,"Deployment, Hyperparameter Tuning, Numpy, Pipelines, PyTorch"
Machine Learning Engineer,"Hyperparameter Tuning, Keras, ONNX, Pipelines, Python"
Machine Learning Engineer,"Hyperparameter Tuning, MLflow, ONNX, Pipelines, PyTorch"
Machine Learning Engineer,"Deployment, Numpy, Pipelines, PyTorch, Python"
Machine Learning Engineer,"Deployment, Hyperparameter Tuning, MLflow, Numpy, Python"
Machine Learning Engineer,"Hyperparameter Tuning, Keras, Numpy, ONNX, Pipelines"
Machine Learning Engineer,"Deployment, Hyperparameter Tuning, Keras, MLflow, Python"
Machine Learning Engineer,"Deployment, Keras, ONNX, Python, TensorFlow"
Machine Learning Engineer,"Hyperparameter Tuning, Keras, MLflow, Python, TensorFlow"
Machine Learning Engineer,"Hyperparameter Tuning, Keras, Numpy, ONNX, Python"
Machine Learning Engineer,"Keras, MLflow, Numpy, PyTorch, Python"
Machine Learning Engineer,"Deployment, Hyperparameter Tuning, Keras, MLflow, ONNX"
Machine Learning Engineer,"Deployment, Keras, MLflow, PyTorch, Python"
Machine Learning Engineer,"Hyperparameter Tuning, MLflow, Numpy, Pipelines, PyTorch"
Machine Learning Engineer,"Deployment, Keras, MLflow, Numpy, ONNX"
Machine Learning Engineer,"Hyperparameter Tuning, MLflow, ONNX, PyTorch, Python"
Machine Learning Engineer,"Deployment, MLflow, ONNX, PyTorch, TensorFlow"
Machine Learning Engineer,"Deployment, Hyperparameter Tuning, MLflow, Numpy, PyTorch"
Machine Learning Engineer,"Deployment, Keras, ONNX, PyTorch, TensorFlow"
Machine Learning Engineer,"Hyperparameter Tuning, Keras, Pipelines, Python, TensorFlow"
Machine Learning Engineer,"Deployment, Keras, MLflow, Numpy, TensorFlow"
Machine Learning Engineer,"Hyperparameter Tuning, Keras, MLflow, Pipelines, Python"
Machine Learning Engineer,"Deployment, Hyperparameter Tuning, Keras, Pipelines, Python"
Machine Learning Engineer,"Deployment, ONNX, Pipelines, Python, TensorFlow"
Machine Learning Engineer,"Deployment, Keras, ONNX, Pipelines, TensorFlow"
Machine Learning Engineer,"Hyperparameter Tuning, Keras, ONNX, PyTorch, Python"
Machine Learning Engineer,"Deployment, Numpy, ONNX, Pipelines, Python"
Machine Learning Engineer,"Deployment, Keras, MLflow, Numpy, Python"
Machine Learning Engineer,"Deployment, Hyperparameter Tuning, Keras, Numpy, PyTorch"
Machine Learning Engineer,"Keras, MLflow, Numpy, ONNX, Python"
Machine Learning Engineer,"Deployment, Keras, ONNX, Pipelines, PyTorch"
Machine Learning Engineer,"Hyperparameter Tuning, Keras, Pipelines, PyTorch, Python"
Machine Learning Engineer,"Hyperparameter Tuning, Keras, MLflow, ONNX, TensorFlow"
Machine Learning Engineer,"Hyperparameter Tuning, Keras, ONNX, Pipelines, PyTorch"
Machine Learning Engineer,"Hyperparameter Tuning, Keras, MLflow, ONNX, Python"
Machine Learning Engineer,"Keras, Pipelines, PyTorch, Python, TensorFlow"
Machine Learning Engineer,"MLflow, Numpy, Pipelines, PyTorch, TensorFlow"
Machine Learning Engineer,"MLflow, ONNX, Pipelines, PyTorch, TensorFlow"
Machine Learning Engineer,"Hyperparameter Tuning, MLflow, Numpy, PyTorch, Python"
Machine Learning Engineer,"Deployment, Hyperparameter Tuning, MLflow, ONNX, PyTorch"
Machine Learning Engineer,"Deployment, Pipelines, PyTorch, Python, TensorFlow"
Machine Learning Engineer,"MLflow, Numpy, ONNX, Pipelines, Python"
Machine Learning Engineer,"MLflow, ONNX, Pipelines, PyTorch, Python"
Machine Learning Engineer,"Deployment, Keras, Numpy, ONNX, PyTorch"
Machine Learning Engineer,"Keras, MLflow, Numpy, ONNX, PyTorch"
Machine Learning Engineer,"Deployment, Hyperparameter Tuning, Numpy, Pipelines, Python"
Machine Learning Engineer,"Hyperparameter Tuning, Keras, ONNX, Pipelines, TensorFlow"
Machine Learning Engineer,"Deployment, Keras, PyTorch, Python, TensorFlow"
Machine Learning Engineer,"Hyperparameter Tuning, Numpy, PyTorch, Python, TensorFlow"
Machine Learning Engineer,"MLflow, Numpy, ONNX, Python, TensorFlow"
Machine Learning Engineer,"Deployment, Keras, Numpy, PyTorch, Python"
Machine Learning Engineer,"Deployment, Hyperparameter Tuning, MLflow, ONNX, TensorFlow"
Machine Learning Engineer,"Deployment, Hyperparameter Tuning, Numpy, ONNX, TensorFlow"
Machine Learning Engineer,"Hyperparameter Tuning, Keras, Numpy, Pipelines, Python"
Machine Learning Engineer,"Keras, MLflow, Numpy, Pipelines, PyTorch"
Machine Learning Engineer,"Deployment, Hyperparameter Tuning, MLflow, Numpy, TensorFlow"
Machine Learning Engineer,"Hyperparameter Tuning, Keras, ONNX, Python, TensorFlow"
Machine Learning Engineer,"Deployment, Keras, Numpy, Python, TensorFlow"
Machine Learning Engineer,"Hyperparameter Tuning, MLflow, ONNX, Python, TensorFlow"
Machine Learning Engineer,"Deployment, Keras, MLflow, Pipelines, TensorFlow"
Machine Learning Engineer,"Deployment, MLflow, Pipelines, Python, TensorFlow"
Machine Learning Engineer,"Deployment, Hyperparameter Tuning, Keras, Numpy, Pipelines"
Machine Learning Engineer,"Deployment, Hyperparameter Tuning, Keras, Pipelines, PyTorch"
Machine Learning Engineer,"Deployment, MLflow, ONNX, Pipelines, PyTorch"
Machine Learning Engineer,"Hyperparameter Tuning, Pipelines, PyTorch, Python, TensorFlow"
Machine Learning Engineer,"Keras, Numpy, ONNX, PyTorch, TensorFlow"
Machine Learning Engineer,"Hyperparameter Tuning, ONNX, Pipelines, Python, TensorFlow"
Machine Learning Engineer,"Deployment, Keras, MLflow, Numpy, PyTorch"
Machine Learning Engineer,"Deployment, Hyperparameter Tuning, Numpy, ONNX, Pipelines"
Machine Learning Engineer,"Hyperparameter Tuning, Keras, MLflow, Numpy, PyTorch"
Machine Learning Engineer,"Keras, MLflow, ONNX, Pipelines, TensorFlow"
Machine Learning Engineer,"MLflow, ONNX, Pipelines, Python, TensorFlow"
Machine Learning Engineer,"Hyperparameter Tuning, Keras, MLflow, PyTorch, TensorFlow"
Machine Learning Engineer,"Deployment, Keras, MLflow, ONNX, Pipelines"
Machine Learning Engineer,"Hyperparameter Tuning, MLflow, Numpy, ONNX, TensorFlow"
Machine Learning Engineer,"Deployment, Keras, Pipelines, Python, TensorFlow"
Machine Learning Engineer,"Deployment, Hyperparameter Tuning, MLflow, Python, TensorFlow"
Machine Learning Engineer,"Keras, Numpy, ONNX, Pipelines, Python"
Machine Learning Engineer,"Keras, MLflow, Numpy, Python, TensorFlow"
Machine Learning Engineer,"Deployment, Hyperparameter Tuning, Keras, Numpy, ONNX"
Machine Learning Engineer,"Deployment, Hyperparameter Tuning, Pipelines, PyTorch, TensorFlow"
Machine Learning Engineer,"MLflow, ONNX, PyTorch, Python, TensorFlow"
Machine Learning Engineer,"Hyperparameter Tuning, MLflow, Pipelines, PyTorch, Python"
Machine Learning Engineer,"Deployment, MLflow, Numpy, PyTorch, Python"
Machine Learning Engineer,"Hyperparameter Tuning, Keras, MLflow, Numpy, TensorFlow"
Machine Learning Engineer,"Deployment, Hyperparameter Tuning, MLflow, ONNX, Python"
Machine Learning Engineer,"Keras, MLflow, Pipelines, Python, TensorFlow"
Machine Learning Engineer,"Hyperparameter Tuning, MLflow, Numpy, ONNX, PyTorch"
Machine Learning Engineer,"Deployment, Hyperparameter Tuning, MLflow, Pipelines, PyTorch"
Machine Learning Engineer,"Deployment, Keras, Pipelines, PyTorch, Python"
Machine Learning Engineer,"Keras, ONNX, Pipelines, PyTorch, Python"
Machine Learning Engineer,"Deployment, Hyperparameter Tuning, Numpy, ONNX, Python"
Machine Learning Engineer,"Hyperparameter Tuning, Numpy, ONNX, Pipelines, PyTorch"
Machine Learning Engineer,"Deployment, Keras, ONNX, PyTorch, Python"
Machine Learning Engineer,"Deployment, MLflow, PyTorch, Python, TensorFlow"
Machine Learning Engineer,"Deployment, Keras, Numpy, PyTorch, TensorFlow"
UI/UX Designer,"Accessibility, Adobe XD, Sketch, Usability Testing, Wireframing"
UI/UX Designer,"Accessibility, Figma, Prototyping, Sketch, Usability Testing"
UI/UX Designer,"Accessibility, Adobe XD, Interaction Design, Prototyping, Wireframing"
UI/UX Designer,"Accessibility, Adobe XD, Design Systems, Prototyping, Sketch"
UI/UX Designer,"Accessibility, Adobe XD, Design Systems, Figma, Prototyping"
UI/UX Designer,"Adobe XD, Sketch, Usability Testing, User Research, Wireframing"
UI/UX Designer,"Accessibility, Interaction Design, Usability Testing, User Research, Wireframing"
UI/UX Designer,"Adobe XD, Figma, Prototyping, Usability Testing, Wireframing"
UI/UX Designer,"Adobe XD, Prototyping, Sketch, Usability Testing, Wireframing"
UI/UX Designer,"Accessibility, Adobe XD, Design Systems, Figma, User Research"
UI/UX Designer,"Design Systems, Interaction Design, Prototyping, Usability Testing, User Research"
UI/UX Designer,"Design Systems, Prototyping, Sketch, User Research, Wireframing"
UI/UX Designer,"Figma, Interaction Design, Sketch, Usability Testing, Wireframing"
UI/UX Designer,"Accessibility, Design Systems, Sketch, Usability Testing, Wireframing"
UI/UX Designer,"Adobe XD, Design Systems, Sketch, Usability Testing, Wireframing"
UI/UX Designer,"Adobe XD, Figma, Prototyping, Usability Testing, User Research"
UI/UX Designer,"Accessibility, Adobe XD, Prototyping, Sketch, Wireframing"
UI/UX Designer,"Accessibility, Interaction Design, Prototyping, Sketch, Wireframing"
UI/UX Designer,"Adobe XD, Design Systems, Figma, Prototyping, Sketch"
UI/UX Designer,"Accessibility, Adobe XD, Interaction Design, User Research, Wireframing"
UI/UX Designer,"Design Systems, Interaction Design, Sketch, Usability Testing, User Research"
UI/UX Designer,"Design Systems, Figma, Interaction Design, Sketch, Usability Testing"
UI/UX Designer,"Accessibility, Design Systems, Interaction Design, Usability Testing, Wireframing"
UI/UX Designer,"Adobe XD, Design Systems, Interaction Design, User Research, Wireframing"
UI/UX Designer,"Adobe XD, Design Systems, Prototyping, Usability Testing, User Research"
UI/UX Designer,"Adobe XD, Figma, Interaction Design, Prototyping, Sketch"
UI/UX Designer,"Accessibility, Design Systems, Interaction Design, Prototyping, Usability Testing"
UI/UX Designer,"Accessibility, Adobe XD, Design Systems, Figma, Sketch"
UI/UX Designer,"Adobe XD, Design Systems, Prototyping, Usability Testing, Wireframing"
UI/UX Designer,"Accessibility, Interaction Design, Prototyping, Sketch, Usability Testing"
UI/UX Designer,"Accessibility, Adobe XD, Figma, Usability Testing, User Research"
UI/UX Designer,"Design Systems, Figma, Usability Testing, User Research, Wireframing"
UI/UX Designer,"Accessibility, Adobe XD, Prototyping, Usability Testing, User Research"
UI/UX Designer,"Accessibility, Interaction Design, Sketch, Usability Testing, Wireframing"
UI/UX Designer,"Accessibility, Figma, Prototyping, Sketch, User Research"
UI/UX Designer,"Adobe XD, Figma, Interaction Design, Sketch, User Research"
UI/UX Designer,"Adobe XD, Design Systems, Usability Testing, User Research, Wireframing"
UI/UX Designer,"Adobe XD, Interaction Design, Sketch, User Research, Wireframing"
UI/UX Designer,"Figma, Prototyping, Sketch, Usability Testing, Wireframing"
UI/UX Designer,"Accessibility, Design Systems, Interaction Design, Prototyping, Sketch"
UI/UX Designer,"Adobe XD, Design Systems, Interaction Design, Sketch, User Research"
UI/UX Designer,"Adobe XD, Interaction Design, Prototyping, Usability Testing, Wireframing"
UI/UX Designer,"Adobe XD, Figma, Prototyping, Sketch, User Research"
UI/UX Designer,"Accessibility, Adobe XD, Interaction Design, Sketch, User Research"
UI/UX Designer,"Design Systems, Figma, Interaction Design, User Research, Wireframing"
UI/UX Designer,"Accessibility, Design Systems, Figma, Usability Testing, Wireframing"
UI/UX Designer,"Figma, Interaction Design, Usability Testing, User Research, Wireframing"
UI/UX Designer,"Adobe XD, Interaction Design, Prototyping, Sketch, Wireframing"
UI/UX Designer,"Accessibility, Adobe XD, Figma, Interaction Design, Wireframing"
UI/UX Designer,"Accessibility, Figma, Sketch, Usability Testing, User Research"
UI/UX Designer,"Adobe XD, Interaction Design, Prototyping, User Research, Wireframing"
UI/UX Designer,"Adobe XD, Interaction Design, Sketch, Usability Testing, Wireframing"
UI/UX Designer,"Accessibility, Adobe XD, Design Systems, Usability Testing, User Research"
UI/UX Designer,"Figma, Interaction Design, Prototyping, Sketch, Usability Testing"
UI/UX Designer,"Figma, Interaction Design, Prototyping, Usability Testing, Wireframing"
UI/UX Designer,"Accessibility, Design Systems, Figma, Prototyping, Usability Testing"
UI/UX Designer,"Accessibility, Design Systems, Figma, Interaction Design, Sketch"
UI/UX Designer,"Adobe XD, Interaction Design, Sketch, Usability Testing, User Research"
UI/UX Designer,"Design Systems, Interaction Design, Prototyping, Sketch, User Research"
UI/UX Designer,"Design Systems, Figma, Interaction Design, Prototyping, Wireframing"
UI/UX Designer,"Design Systems, Figma, Interaction Design, Sketch, Wireframing"
UI/UX Designer,"Accessibility, Figma, Interaction Design, Sketch, Wireframing"
UI/UX Designer,"Interaction Design, Prototyping, Sketch, Usability Testing, Wireframing"
UI/UX Designer,"Design Systems, Figma, Interaction Design, Usability Testing, Wireframing"
UI/UX Designer,"Accessibility, Figma, Sketch, Usability Testing, Wireframing"
UI/UX Designer,"Accessibility, Adobe XD, Figma, Prototyping, Wireframing"
UI/UX Designer,"Adobe XD, Figma, Interaction Design, Prototyping, Usability Testing"
UI/UX Designer,"Design Systems, Figma, Interaction Design, Prototyping, Sketch"
UI/UX Designer,"Adobe XD, Design Systems, Figma, Prototyping, Wireframing"
UI/UX Designer,"Figma, Prototyping, Sketch, User Research, Wireframing"
UI/UX Designer,"Accessibility, Adobe XD, Design Systems, Figma, Usability Testing"
UI/UX Designer,"Accessibility, Figma, Interaction Design, Prototyping, Sketch"
UI/UX Designer,"Adobe XD, Prototyping, Sketch, User Research, Wireframing"
UI/UX Designer,"Accessibility, Design Systems, Figma, Usability Testing, User Research"
UI/UX Designer,"Adobe XD, Design Systems, Figma, Interaction Design, Prototyping"
UI/UX Designer,"Adobe XD, Design Systems, Figma, Sketch, Wireframing"
UI/UX Designer,"Accessibility, Adobe XD, Design Systems, Figma, Interaction Design"
UI/UX Designer,"Adobe XD, Design Systems, Interaction Design, Prototyping, Usability Testing"
UI/UX Designer,"Accessibility, Design Systems, Figma, Interaction Design, Usability Testing"
UI/UX Designer,"Accessibility, Adobe XD, Design Systems, Sketch, Usability Testing"
UI/UX Designer,"Adobe XD, Design Systems, Sketch, Usability Testing, User Research"
UI/UX Designer,"Accessibility, Design Systems, Prototyping, Sketch, Wireframing"
UI/UX Designer,"Design Systems, Figma, Sketch, Usability Testing, User Research"
UI/UX Designer,"Accessibility, Adobe XD, Figma, Prototyping, User Research"
UI/UX Designer,"Design Systems, Interaction Design, Usability Testing, User Research, Wireframing"
UI/UX Designer,"Accessibility, Interaction Design, Prototyping, Usability Testing, User Research"
UI/UX Designer,"Accessibility, Adobe XD, Design Systems, Interaction Design, Wireframing"
UI/UX Designer,"Adobe XD, Design Systems, Interaction Design, Usability Testing, Wireframing"
UI/UX Designer,"Accessibility, Sketch, Usability Testing, User Research, Wireframing"
UI/UX Designer,"Adobe XD, Figma, Interaction Design, Sketch, Wireframing"
UI/UX Designer,"Accessibility, Prototyping, Sketch, Usability Testing, Wireframing"
UI/UX Designer,"Accessibility, Adobe XD, Design Systems, Prototyping, Usability Testing"
UI/UX Designer,"Accessibility, Figma, Interaction Design, Usability Testing, User Research"
UI/UX Designer,"Accessibility, Figma, Prototyping, Usability Testing, Wireframing"
UI/UX Designer,"Accessibility, Adobe XD, Prototyping, Usability Testing, Wireframing"
UI/UX Designer,"Figma, Interaction Design, Sketch, User Research, Wireframing"
UI/UX Designer,"Figma, Interaction Design, Prototyping, Sketch, User Research"
UI/UX Designer,"Design Systems, Prototyping, Usability Testing, User Research, Wireframing"
UI/UX Designer,"Adobe XD, Design Systems, Interaction Design, Prototyping, Sketch"
UI/UX Designer,"Adobe XD, Figma, Interaction Design, User Research, Wireframing"
DevOps Engineer,"CI/CD, GitHub Actions, Kubernetes, Prometheus, Terraform"
DevOps Engineer,"AWS, Bash, Docker, Jenkins, Terraform"
DevOps Engineer,"AWS, GitHub Actions, Kubernetes, Prometheus, Terraform"
DevOps Engineer,"AWS, GitHub Actions, Jenkins, Monitoring, Terraform"
DevOps Engineer,"Bash, Docker, GitHub Actions, Prometheus, Terraform"
DevOps Engineer,"CI/CD, GitHub Actions, Kubernetes, Monitoring, Prometheus"
DevOps Engineer,"CI/CD, Docker, Kubernetes, Monitoring, Prometheus"
DevOps Engineer,"Bash, CI/CD, GitHub Actions, Kubernetes, Prometheus"
DevOps Engineer,"GitHub Actions, Kubernetes, Monitoring, Prometheus, Terraform"
DevOps Engineer,"AWS, Jenkins, Kubernetes, Prometheus, Terraform"
DevOps Engineer,"AWS, Bash, Jenkins, Kubernetes, Monitoring"
DevOps Engineer,"CI/CD, Docker, Jenkins, Kubernetes, Monitoring"
DevOps Engineer,"AWS, Docker, GitHub Actions, Jenkins, Prometheus"
DevOps Engineer,"AWS, Docker, Jenkins, Prometheus, Terraform"
DevOps Engineer,"Bash, Docker, Jenkins, Monitoring, Terraform"
DevOps Engineer,"Bash, CI/CD, Jenkins, Kubernetes, Prometheus"
DevOps Engineer,"Bash, GitHub Actions, Jenkins, Prometheus, Terraform"
DevOps Engineer,"AWS, Bash, CI/CD, GitHub Actions, Prometheus"
DevOps Engineer,"Docker, Jenkins, Kubernetes, Prometheus, Terraform"
DevOps Engineer,"AWS, Bash, Docker, Kubernetes, Terraform"
DevOps Engineer,"AWS, Bash, CI/CD, Docker, Prometheus"
DevOps Engineer,"AWS, CI/CD, GitHub Actions, Jenkins, Prometheus"
DevOps Engineer,"CI/CD, Docker, GitHub Actions, Jenkins, Monitoring"
DevOps Engineer,"Bash, Docker, GitHub Actions, Kubernetes, Monitoring"
DevOps Engineer,"Bash, Jenkins, Monitoring, Prometheus, Terraform"
DevOps Engineer,"AWS, CI/CD, Jenkins, Monitoring, Terraform"
DevOps Engineer,"AWS, Bash, CI/CD, Jenkins, Kubernetes"
